Naka no Hito Genome [Jikkyouchuu]|ED|1|https://nl.catbox.video/8jisy4.webm|Boku o Mitsukete|fhána|28.9|112177|The Ones Within|https://nl.catbox.video/x3rpyx.mp3
BanG Dream! 3rd Season|ED|1|https://nl.catbox.video/yrzp26.webm|Yume o Uchinuku Shunkan ni!|Poppin'Party|35.9|101634|BanG Dream! 3rd Season|https://nl.catbox.video/tbolc8.mp3
ACCA 13-ku Kansatsu-ka Regards|ED|1|https://nl.catbox.video/71i2c5.webm|Our Place|ONE III NOTES|31.0|108714|ACCA: 13-Territory Inspection Dept. Regards|https://nl.catbox.video/2xj4kk.mp3
Rebirth|ED|1|https://nl.catbox.video/ajicck.webm|Rebirth GO!|Kei to Nasu no Mitsuboshi Shichuu|28.8|113469|Rebirth|https://nl.catbox.video/au5hsz.mp3
22/7|ED|8|https://nl.catbox.video/xbef44.webm|Moonlight|Reina Miyase|26.6|99807|22/7 (Nanabun no Nijyuuni)|https://nl.catbox.video/dnvov2.mp3
Ishuzoku Reviewers|ED|1|https://nl.catbox.video/wslkzv.webm|Hanabira Ondo|Junji Majima, Yuusuke Kobayashi, Miyu Tomita|52.4|110270|Interspecies Reviewers|https://nl.catbox.video/cqvsfn.mp3
Oshi ga Budoukan Ittekuretara Shinu|ED|2|https://nl.catbox.video/eh50e3.webm|♡Momo-iro Kataomoi♡|Fairouz Ai & Hina Tachibana|31.2|104391|If My Favorite Pop Idol Made It to the Budokan, I Would Die|https://nl.catbox.video/cerfw1.mp3
Gekijouban Shirobako|ED|1|https://nl.catbox.video/rjm1ew.webm|Hoshi o Atsumete|fhána|25.1|101574|Gekijouban Shirobako|https://nl.catbox.video/wpk9kn.mp3
Murenase! Seton Gakuen|ED|1|https://nl.catbox.video/lmeuak.webm|Ookami Blues|Hina Kino|37.7|112293|Seton Academy: Join the Pack!|https://nl.catbox.video/a2jebf.mp3
Id: Invaded|ED|2|https://nl.catbox.video/2kloev.webm|UP|MIYAVI|30.4|110350|Id: Invaded|https://nl.catbox.video/t4mkep.mp3
Nekopara|ED|3|https://nl.catbox.video/mon5q6.webm|Hidamari no Kaori ~Cacao mo Issho ver~|Yuki Yagi, Iori Saeki, Yuuka Morishima|31.3|106863|Nekopara|https://nl.catbox.video/4b5bmw.mp3
Overflow|ED|1|https://nl.catbox.video/p9wlcb.webm|Overlove|Uzuho|26.9|113417|Overflow|https://nl.catbox.video/ngepmy.mp3
